PID,r_HR,ME_HR,MAE_HR,r_EDA,ME_EDA,MAE_EDA,r_SDNN,ME_SDNN,MAE_SDNN,icc_SDNN,r_RMSSD,ME_RMSSD,MAE_RMSSD,icc_RMSSD,r_phase_HR
3,0.33635236375291,4.99876802848021,8.43159081494516,0.869754766738446,-6.04061840317092,6.04061840317092,0.809594684948509,8.27701367778639,20.8986050149669,0.688971188843414,0.845579923120395,-5.98443526128252,5.98443526128252,0.0852567529293182,0.903563218193822
