PID,r_HR,ME_HR,MAE_HR,r_EDA,ME_EDA,MAE_EDA,r_SDNN,ME_SDNN,MAE_SDNN,icc_SDNN,r_RMSSD,ME_RMSSD,MAE_RMSSD,icc_RMSSD,r_phase_HR
2,0.458450495444538,2.89117168496594,7.93453377443399,0.912834747244725,-2.48580439151223,2.48580439151223,0.627532813026257,1.67538483764997,18.2663741434982,0.445623232728554,0.218216946714206,-3.16239259859622,3.16239259859622,0.0371220403899264,0.929058124271492
