PID,r_HR,ME_HR,MAE_HR,r_EDA,ME_EDA,MAE_EDA,r_SDNN,ME_SDNN,MAE_SDNN,icc_SDNN,r_RMSSD,ME_RMSSD,MAE_RMSSD,icc_RMSSD,r_phase_HR
1,0.291293981698069,0.387713206120652,4.93289887375156,0.91979554706383,-4.16230238578294,4.16230238578294,0.939314739530523,-1.98464718729597,6.02161658568729,0.849627818325869,0.192377979210188,-1.31376143219918,1.31376143219918,0.0589219485570469,0.773695895540359
