Participant,RMSSD,DiffRMSSD
1,1.89261662568118,-1.16617614238701
1,2.04555727766768,-0.941238169369834
1,2.77486627291231,-2.54010467648422
1,2.37656817689921,-2.24196313789184
1,2.66511437209406,-0.921749105640425
1,2.65149880479929,-0.936512955505344
1,3.27518297890289,-0.448585838115561
