Participant,RMSSD,DiffRMSSD
6,6.51890038246409,-5.72302756735967
6,5.45740446893007,-3.74101386444975
6,4.63984818007537,-4.01883821890779
6,4.71209916404201,-5.42147653818628
6,5.31190818808837,-4.96345705056263
6,4.51267352954418,-3.55795476741107
6,5.13553084192609,-4.29978353553131
