PID,r_HR,ME_HR,MAE_HR,r_EDA,ME_EDA,MAE_EDA,r_SDNN,ME_SDNN,MAE_SDNN,icc_SDNN,r_RMSSD,ME_RMSSD,MAE_RMSSD,icc_RMSSD,r_phase_HR
6,0.286467069763833,0.891387587887598,5.93898541967441,0.901783986359903,-0.993971220162238,0.993971220162238,0.0578800634945505,-2.9324739638797,16.8401663264605,0.0568095257326732,0.522260929348112,-4.5322216489155,4.5322216489155,0.0271792573790383,0.573207701751584
